"CAINC1 County and MSA personal income summary: personal income, population, per capita personal income"
"CAINC1 County and MSA personal income summary: personal income, population, per capita personal income"
Metropolitan Statistical Area
GeoFips,GeoName,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
20740,"Eau Claire, WI (Metropolitan Statistical Area)",3.9,2.6,2.2,-0.8,0.8,2.3,0.4,2.0,1.5,0.3,1.6,1.2,0.6,-0.2,0.5,-0.1,0.1,0.7,0.7,0.8,0.4,1.1,0.9,1.0,0.7,0.7,0.6,0.7,0.4,0.6,0.9,0.7,0.8,0.6,1.1,0.9,0.9,1.0,0.7,1.0,0.9,0.9,0.7,0.7,0.3,0.4,0.7,0.6,0.7,0.6,0.7,0.2,0.5,0.8
20940,"El Centro, CA (Metropolitan Statistical Area)",1.6,0.2,1.3,5.0,2.4,1.8,2.7,2.0,1.7,1.8,2.8,1.9,1.5,1.3,0.6,1.8,-0.3,1.2,1.8,3.2,5.4,5.7,5.7,7.2,1.2,2.0,0.7,0.5,0.7,1.0,1.0,0.9,1.3,2.3,2.2,2.5,2.8,2.5,2.0,2.4,1.6,0.5,0.4,-0.2,0.8,0.5,0.6,0.7,-0.1,-0.4,0.0,-0.3,-0.1,0.1
21060,"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)",1.0,0.2,-1.7,-6.4,5.8,5.3,6.9,0.8,-1.7,1.7,3.6,-1.6,-0.4,0.8,0.3,0.5,0.3,-0.1,1.5,-0.3,0.8,-3.2,-1.2,5.4,1.4,0.9,-0.4,1.0,1.0,0.9,1.5,0.9,0.7,-0.2,1.4,1.4,0.5,0.7,0.8,0.6,4.2,1.1,0.2,0.6,-0.3,-2.3,0.6,1.1,2.0,0.5,0.4,0.8,-0.1,0.5
21140,"Elkhart-Goshen, IN (Metropolitan Statistical Area)",1.6,0.3,2.0,2.1,0.2,-0.8,-0.1,1.6,1.4,0.9,0.4,-0.3,1.0,1.5,3.1,1.8,1.2,1.5,1.8,1.2,0.5,1.0,1.5,1.9,1.8,2.0,1.6,1.6,1.5,1.6,1.5,0.7,-0.1,1.4,1.2,1.5,1.5,0.6,0.7,-0.1,0.0,0.5,0.4,0.7,0.6,0.8,0.3,0.4,0.7,0.4,0.0,0.0,-0.1,-0.2
21300,"Elmira, NY (Metropolitan Statistical Area)",0.1,-0.4,0.6,-1.2,-0.5,0.6,-0.5,-0.7,-0.7,0.7,-1.9,-1.1,-0.4,-1.4,-1.6,-1.1,-1.1,0.7,1.4,1.7,0.6,-0.3,0.0,-0.3,-0.6,-0.5,-0.8,-0.9,-0.4,-0.6,-0.2,-0.3,-0.2,-0.5,-0.4,-1.0,-0.1,-0.1,-0.1,0.4,0.1,0.2,0.4,-0.9,-1.0,-0.4,-1.1,-0.9,-0.8,-0.6,-1.1,-0.8,-1.7,-0.4
21340,"El Paso, TX (Metropolitan Statistical Area)",-1.0,2.4,2.5,5.2,3.3,3.8,3.0,2.2,2.3,2.5,2.4,2.9,2.9,1.8,1.6,1.7,2.0,1.8,1.7,2.1,2.5,2.1,1.8,2.4,1.9,1.3,0.3,1.3,0.9,0.6,0.9,1.1,1.1,1.2,1.8,1.5,2.3,1.4,1.9,2.2,2.2,2.3,1.8,0.1,0.6,0.1,0.7,0.5,0.2,0.5,0.8,0.1,0.0,0.3
21420,"Enid, OK (Metropolitan Statistical Area)",1.6,1.9,0.0,-1.8,1.8,2.0,2.4,1.6,1.4,0.5,1.5,2.1,4.8,-0.6,-2.2,-2.4,-2.5,-4.3,-3.6,-0.9,-0.9,-0.4,0.5,0.2,0.7,1.1,-0.3,0.1,0.5,0.1,-0.8,-0.8,-0.1,0.0,0.4,-0.2,0.6,0.7,1.2,1.9,1.4,0.3,1.3,1.9,1.0,1.0,-0.8,-1.1,-0.5,0.4,-0.4,-1.2,0.0,0.1
21500,"Erie, PA (Metropolitan Statistical Area)",0.7,1.6,1.4,0.8,0.3,1.4,0.8,-0.5,-0.6,0.1,0.4,0.2,0.3,0.1,-0.3,-1.2,-0.2,-0.5,-0.4,0.3,0.2,0.7,0.6,0.4,0.3,0.2,0.2,0.0,-0.3,-0.2,-0.2,-0.1,-0.1,-0.1,-0.8,-0.2,0.4,0.1,0.0,0.4,0.4,0.2,0.1,-0.1,-0.4,-0.4,-0.6,-0.9,-0.7,-0.8,-0.3,-0.5,-0.2,-0.5
21660,"Eugene-Springfield, OR (Metropolitan Statistical Area)",3.6,2.0,2.8,1.6,2.5,1.6,2.3,2.4,3.3,2.9,2.9,0.5,-1.7,-1.4,-0.2,-0.3,-0.3,0.9,1.6,2.1,2.0,1.5,1.4,1.6,1.5,1.6,1.4,1.8,1.0,0.7,0.5,0.4,0.8,1.0,0.4,1.1,1.2,1.4,1.0,0.8,0.3,0.6,0.3,0.1,0.7,1.1,1.9,1.8,0.8,0.9,0.3,0.2,-0.5,-0.3
21780,"Evansville, IN-KY (Metropolitan Statistical Area)",0.6,1.1,0.1,0.8,0.2,0.2,0.6,1.4,1.6,0.9,1.3,0.1,0.4,0.2,0.4,0.3,-0.2,-0.2,-0.2,0.0,0.2,0.7,1.0,0.9,0.7,0.4,0.8,0.6,0.2,0.4,0.3,0.2,0.5,0.8,0.6,0.5,0.6,0.6,0.4,0.5,0.5,0.2,0.2,0.2,0.1,0.0,0.0,-0.2,-0.1,0.1,0.2,0.1,-0.2,0.3
21820,"Fairbanks, AK (Metropolitan Statistical Area)",2.7,2.9,0.9,-0.1,1.7,6.8,8.1,-1.0,-0.2,-0.8,-0.7,3.8,5.9,9.7,4.0,4.6,2.9,0.0,2.5,2.3,1.2,3.1,2.5,0.6,0.6,-1.9,1.1,-0.5,1.0,0.1,-0.5,2.2,1.5,0.9,2.5,1.6,0.1,3.3,1.1,0.7,3.2,-0.2,2.2,0.6,-1.7,0.4,1.0,-1.0,-1.2,-1.7,-1.5,0.3,-0.4,-0.4
22020,"Fargo, ND-MN (Metropolitan Statistical Area)",4.3,2.3,1.6,0.6,1.0,1.1,2.2,1.3,2.1,0.6,0.7,0.8,0.8,1.5,1.3,1.4,0.8,0.9,1.3,0.9,1.3,1.2,1.7,1.4,1.5,1.3,1.0,1.2,1.3,1.2,1.2,1.2,1.0,1.5,2.7,1.5,2.2,1.9,2.1,2.4,1.6,1.9,2.2,2.8,2.1,2.3,2.0,1.9,1.3,0.8,0.8,1.9,1.4,1.6
22140,"Farmington, NM (Metropolitan Statistical Area)",0.9,2.2,3.4,5.3,4.1,5.8,5.5,4.7,5.3,5.0,4.3,4.2,3.5,2.1,0.7,0.3,2.1,-1.4,-0.3,0.4,-0.9,2.4,1.6,2.7,2.3,1.3,2.5,1.5,2.9,3.7,1.4,1.4,3.2,1.8,1.3,1.3,0.2,0.9,0.6,1.9,0.6,-0.5,-0.1,-0.4,-0.4,-0.8,-0.4,-0.9,-1.2,-1.4,-0.8,-0.3,-0.4,0.1
22180,"Fayetteville, NC (Metropolitan Statistical Area)",1.2,1.4,1.3,2.4,4.7,0.9,1.6,2.0,1.1,-0.2,1.6,1.0,0.7,1.3,1.4,1.2,0.5,1.5,0.0,2.4,1.2,1.5,1.2,3.2,1.5,1.7,1.4,1.8,0.9,1.4,1.3,0.7,1.2,-0.1,1.8,0.0,1.7,1.1,1.7,2.2,3.3,1.6,0.6,1.2,0.1,0.1,0.8,0.0,0.9,0.6,0.3,1.0,0.4,0.9
22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",3.1,3.3,5.6,3.2,3.4,1.3,3.3,4.1,2.7,3.1,2.5,0.7,0.6,1.3,1.9,1.7,1.5,2.4,1.7,1.6,3.1,4.0,3.9,5.1,4.7,5.1,4.2,3.0,2.4,2.9,3.3,2.7,2.8,3.3,3.6,4.0,4.1,3.1,2.4,2.0,2.4,2.4,2.1,1.9,2.0,2.4,2.5,2.4,1.9,1.9,2.5,2.4,2.5,2.3
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",2.0,8.4,9.1,5.9,5.2,7.7,-4.9,3.8,2.7,3.6,3.0,2.9,1.8,2.5,3.1,0.9,3.7,3.2,3.3,2.0,2.0,2.6,2.9,3.0,2.9,2.1,1.6,1.6,0.4,0.4,1.3,1.3,2.6,1.3,1.8,1.5,1.3,1.4,1.1,1.2,0.9,-0.1,1.6,0.6,0.8,1.2,1.3,0.7,1.3,0.9,-0.7,-1.6,0.9,0.2
22420,"Flint, MI (Metropolitan Statistical Area)",0.0,0.5,0.1,0.7,-0.4,-0.7,-0.4,0.4,0.7,0.3,-0.4,-1.4,-1.3,-1.0,-0.5,0.2,0.4,0.1,-0.7,-0.3,0.5,0.1,-0.1,-0.1,0.0,0.4,0.2,-0.1,0.0,0.3,0.6,0.4,0.3,0.4,0.2,0.0,-0.3,-0.7,-1.1,-1.2,-0.7,-0.7,-0.9,-0.6,-0.6,-0.6,-0.3,-0.3,-0.2,-0.2,-0.2,-0.3,-0.7,-0.1
22500,"Florence, SC (Metropolitan Statistical Area)",0.4,1.7,1.0,3.4,3.7,2.1,0.9,2.5,1.6,1.6,0.8,0.5,0.2,-0.3,0.6,0.3,-0.1,-0.2,0.0,0.5,0.6,1.6,1.4,1.2,0.8,1.1,0.6,0.9,0.5,0.5,0.3,0.5,0.7,0.7,0.5,0.6,0.9,0.7,0.8,0.5,0.4,-0.2,-0.1,-0.2,0.0,-0.3,-0.4,-0.4,-0.4,-0.4,-0.5,-0.3,0.0,0.2
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",-0.1,2.1,0.9,1.6,0.5,1.9,1.1,1.8,1.3,2.0,0.6,0.6,-0.7,-0.8,-0.4,-0.1,-0.5,-0.6,-0.5,-0.3,0.8,1.4,1.1,1.3,0.6,0.9,1.0,0.7,0.5,0.2,0.5,-0.3,-0.3,0.2,0.5,0.4,0.7,0.6,0.7,0.2,0.2,0.1,0.2,0.2,0.3,-0.2,0.2,0.4,0.4,0.5,0.7,0.8,0.9,0.8
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",1.8,-1.0,2.0,1.5,0.0,0.7,-0.4,1.0,0.1,0.5,0.9,-0.4,-0.2,-0.1,0.3,0.4,0.0,0.1,0.8,0.0,0.6,1.1,0.9,0.9,0.9,0.8,1.1,0.5,0.5,0.5,0.4,0.5,0.2,0.4,0.5,0.4,0.6,0.6,0.6,0.2,0.2,0.4,0.1,0.1,0.3,0.1,0.3,0.2,0.6,0.4,0.0,-0.1,-0.3,0.1
22660,"Fort Collins, CO (Metropolitan Statistical Area)",11.9,6.6,10.2,5.1,6.7,0.5,2.2,7.1,4.4,5.6,3.2,2.2,2.6,2.8,2.0,2.8,2.7,1.9,1.7,1.6,2.1,3.1,3.7,4.0,4.2,2.7,2.5,2.4,3.0,2.5,2.5,3.0,1.9,1.2,1.1,1.3,2.0,1.9,1.9,1.7,1.3,1.6,1.8,1.7,2.5,2.9,1.7,1.5,1.9,1.7,1.0,0.8,1.3,0.9
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",2.4,3.1,2.7,1.6,3.3,18.3,-10.9,3.4,2.2,1.5,0.9,0.4,-0.1,1.5,1.6,0.9,0.9,1.0,0.4,0.5,0.2,1.5,1.9,2.1,1.3,2.4,2.0,1.4,1.2,1.3,1.5,0.9,0.8,0.8,0.9,1.1,1.7,1.2,0.7,0.9,0.5,0.1,-0.1,-0.6,-0.4,0.0,-0.1,0.2,-0.2,-0.3,-0.2,0.4,0.7,0.6
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",2.2,1.3,0.9,0.6,0.4,-0.2,-0.3,0.2,1.3,0.6,0.0,-0.8,-0.7,-0.8,-0.1,1.1,1.4,1.5,0.5,0.3,0.4,0.9,0.9,0.9,0.7,0.8,1.1,1.0,1.2,1.0,1.1,0.7,0.7,0.8,0.4,0.7,0.9,0.9,0.5,0.7,0.7,0.9,0.6,0.7,0.6,0.7,0.6,0.7,1.0,1.0,1.0,0.8,0.6,0.7
23420,"Fresno, CA (Metropolitan Statistical Area)",1.6,2.4,1.7,1.8,2.3,3.2,2.8,2.5,1.7,1.8,2.2,2.2,2.4,2.7,2.9,2.1,1.6,2.6,3.1,3.7,3.3,2.9,2.7,2.3,1.8,1.3,1.6,1.3,0.9,1.4,1.5,1.5,2.1,2.1,1.6,1.3,1.3,1.4,1.5,1.3,1.2,0.9,0.7,0.7,1.0,1.0,0.8,0.9,0.7,0.7,0.5,0.4,0.2,0.2
23460,"Gadsden, AL (Metropolitan Statistical Area)",2.3,0.8,0.9,0.3,0.5,1.4,1.1,1.2,1.6,1.2,0.2,0.0,-0.6,0.2,-0.4,0.0,-0.6,-0.3,-0.6,-0.4,-0.5,0.6,0.6,0.4,0.9,0.1,0.7,1.0,0.2,-0.3,-0.7,-0.3,0.0,0.0,0.1,0.1,0.3,0.4,0.3,0.0,0.2,0.0,0.0,-0.3,-0.4,-0.3,0.0,0.2,-0.2,-0.2,0.0,-0.4,-0.1,0.3
23540,"Gainesville, FL (Metropolitan Statistical Area)",4.1,3.5,10.1,5.3,4.2,1.6,0.5,3.5,3.6,2.8,4.2,2.5,2.8,1.8,2.3,2.5,1.5,1.7,1.6,1.9,2.1,3.1,2.7,2.5,1.4,2.6,1.7,1.9,1.6,1.6,1.5,1.3,1.5,1.3,1.5,1.9,2.5,1.5,1.0,0.6,0.4,0.8,0.6,0.4,1.2,1.6,1.9,1.2,1.3,0.6,1.3,1.1,1.1,1.1
23580,"Gainesville, GA (Metropolitan Statistical Area)",2.8,3.7,2.3,3.8,1.5,3.4,0.8,2.2,1.9,2.4,2.4,2.0,1.5,1.8,2.2,2.6,3.4,2.3,2.8,2.5,2.5,3.4,2.7,3.6,3.9,4.0,4.1,4.3,4.0,4.3,4.6,3.7,2.8,2.2,1.8,2.9,3.4,3.6,2.8,0.7,0.8,1.1,0.9,1.1,1.3,1.5,1.9,1.2,1.1,1.3,0.9,1.8,2.7,2.2
23900,"Gettysburg, PA (Metropolitan Statistical Area)",1.3,2.6,3.7,3.0,1.4,0.5,0.9,1.5,1.3,1.8,1.6,1.4,1.3,0.4,-0.6,1.1,2.0,2.0,1.8,1.7,2.9,2.2,1.5,1.5,1.4,1.0,1.4,1.7,1.5,1.4,1.2,1.2,1.5,1.7,1.9,1.3,1.3,0.6,0.6,0.2,0.2,0.1,-0.1,0.0,0.3,0.6,0.2,0.8,0.5,-0.1,0.0,1.8,0.3,0.7
24020,"Glens Falls, NY (Metropolitan Statistical Area)",1.2,2.0,1.2,0.4,0.4,1.5,0.5,0.9,0.5,0.1,-0.7,0.1,-0.1,0.3,0.4,0.8,0.7,1.6,1.4,1.2,1.7,1.1,0.8,1.1,0.2,0.6,0.1,-0.2,0.0,0.5,0.1,0.2,0.3,0.8,0.7,0.6,0.5,0.4,0.2,-0.3,0.2,0.1,-0.1,-0.2,-0.2,-0.3,-0.1,-0.1,-0.1,-0.2,-0.6,-0.1,-0.3,-0.6
24140,"Goldsboro, NC (Metropolitan Statistical Area)",0.3,2.6,2.5,0.2,1.6,0.8,0.9,1.4,2.2,0.4,0.2,0.8,0.5,0.8,1.0,0.8,-1.0,1.1,1.0,1.6,0.9,1.6,1.0,0.7,1.0,1.9,1.2,0.4,0.1,-0.2,0.4,0.3,0.3,0.3,1.6,0.5,0.4,1.2,0.8,1.1,1.2,0.4,-0.1,-0.5,-0.5,-0.7,-0.6,-1.5,-0.3,-0.2,-0.5,-0.3,0.5,1.1
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",1.8,2.0,0.7,1.2,0.3,-1.9,2.5,1.3,-0.7,0.2,-0.3,0.3,0.5,1.2,0.6,0.0,-0.4,0.1,0.9,-0.2,-0.9,-0.1,1.1,0.3,1.1,0.0,-0.2,-1.7,-3.6,-2.0,-0.5,-0.8,-0.3,-0.1,2.0,-0.4,0.5,-0.7,0.5,-0.2,0.8,-0.1,1.4,2.1,0.9,0.9,0.7,0.4,0.1,-0.7,-0.2,-0.8,-0.3,0.0
24260,"Grand Island, NE (Metropolitan Statistical Area)",2.1,0.4,0.7,1.0,0.4,1.8,0.0,1.6,0.4,1.5,0.6,1.2,0.9,-0.2,0.2,-0.7,-1.7,-0.6,-0.2,-0.2,0.6,1.0,1.1,1.4,0.9,1.2,0.8,0.5,0.8,0.4,-0.3,-0.4,0.3,0.6,0.4,0.0,0.7,0.6,1.4,1.8,1.3,1.1,1.1,0.8,1.0,0.3,0.6,0.1,0.4,0.2,-0.3,-0.8,0.1,0.2
24300,"Grand Junction, CO (Metropolitan Statistical Area)",0.5,1.5,2.9,1.8,1.7,7.3,5.3,2.9,5.3,6.5,7.6,5.9,7.4,2.0,-1.6,-5.4,-2.2,0.1,1.6,2.7,2.8,2.8,1.7,2.7,2.8,2.5,2.0,2.3,1.9,1.9,2.4,1.6,2.5,2.1,2.1,2.0,3.4,3.5,2.7,3.3,-1.1,0.7,0.1,-0.1,0.0,0.7,1.2,1.1,1.3,0.8,0.8,0.9,0.7,0.7
24340,"Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)",0.9,0.5,0.9,1.6,0.8,0.7,1.0,1.3,1.4,1.8,1.7,1.0,0.3,0.4,1.4,1.5,1.4,1.7,2.1,1.7,1.7,2.4,1.4,1.4,1.5,1.7,1.6,1.5,1.4,1.5,1.4,1.1,0.9,0.7,0.7,0.5,0.6,0.5,0.3,0.2,0.3,0.9,1.2,1.2,1.1,0.9,1.0,0.9,0.8,0.6,0.5,0.2,0.2,0.5
24420,"Grants Pass, OR (Metropolitan Statistical Area)",1.7,7.0,3.8,7.1,6.1,4.9,5.6,3.6,6.1,3.8,1.8,0.4,-1.8,-1.0,2.7,2.7,0.1,0.9,0.8,0.2,1.8,2.5,1.4,3.0,2.8,2.7,1.4,1.6,1.4,1.0,0.9,0.8,1.6,1.4,1.2,1.2,1.2,0.2,0.8,-0.1,0.7,-0.2,0.1,0.5,0.3,1.4,1.2,1.3,0.8,0.3,0.6,0.5,-0.9,0.0
24500,"Great Falls, MT (Metropolitan Statistical Area)",1.3,2.7,0.5,-0.1,0.5,-0.5,0.2,1.6,0.4,-2.5,-4.6,-0.6,-0.5,1.0,-0.4,-0.9,-1.8,-0.6,-0.1,0.5,-0.4,1.1,1.4,1.6,1.4,0.1,0.3,-1.9,-0.2,-0.1,-0.3,-0.3,-0.3,-0.3,0.7,-0.2,-0.1,0.1,0.5,0.2,1.1,0.6,0.3,1.1,0.2,0.2,0.0,0.4,0.4,-0.1,0.4,0.2,0.5,-0.1
24540,"Greeley, CO (Metropolitan Statistical Area) *",4.4,4.2,6.2,4.8,3.5,0.4,1.5,2.3,2.1,4.6,3.0,0.8,0.8,3.0,0.9,0.5,0.2,0.0,0.1,0.3,0.0,1.6,2.5,3.7,3.3,3.3,2.6,3.4,3.1,4.7,4.9,5.2,5.1,3.3,3.1,3.5,3.5,3.0,2.4,2.0,2.4,1.7,1.9,2.2,2.6,3.2,3.4,3.4,2.8,2.9,2.8,2.5,3.1,2.6
24580,"Green Bay, WI (Metropolitan Statistical Area)",3.3,1.5,0.9,1.2,0.6,1.5,1.0,0.5,0.7,0.2,1.6,0.8,0.5,0.4,1.2,0.6,1.0,1.0,1.1,0.7,1.4,1.8,1.6,1.9,1.6,1.8,1.5,1.2,1.0,1.1,1.1,0.9,1.0,0.9,1.2,0.8,0.6,0.8,0.4,0.7,0.7,0.8,0.8,0.6,0.8,0.7,0.7,0.8,0.7,0.5,0.5,0.1,0.5,0.4
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",1.3,2.1,1.7,1.1,0.7,0.5,1.0,1.2,1.1,1.0,1.2,0.8,0.7,0.7,0.8,0.8,0.9,1.2,1.3,1.0,1.4,1.9,1.6,1.7,1.9,2.1,1.8,1.7,1.8,1.6,1.3,1.1,0.8,0.8,0.7,1.4,1.9,1.6,1.6,1.1,0.9,0.7,0.8,0.7,0.8,0.7,1.0,0.5,0.6,0.7,0.3,0.5,0.7,0.7
24780,"Greenville, NC (Metropolitan Statistical Area)",0.7,1.6,-0.4,1.1,0.3,3.8,1.6,1.0,1.3,1.0,9.4,1.6,1.5,1.4,1.5,1.6,1.9,2.4,2.3,2.1,2.4,2.7,2.1,2.1,2.5,2.4,1.9,2.4,2.1,1.6,1.3,1.7,1.8,1.8,2.0,2.4,3.4,3.0,2.9,2.1,1.8,0.5,0.6,0.1,-0.3,0.0,-0.1,0.1,-0.1,0.2,0.1,1.1,0.8,0.9
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",2.2,2.5,2.7,2.3,2.8,1.3,0.0,2.6,1.7,1.7,2.2,1.6,0.8,0.5,0.7,1.0,0.9,1.0,1.5,1.4,1.6,1.3,1.4,1.5,1.5,1.7,1.9,1.8,1.8,1.6,1.4,1.1,0.7,0.8,0.9,1.2,1.9,2.1,1.9,1.3,0.8,0.9,0.9,0.9,1.4,1.4,1.3,1.2,1.3,1.5,1.3,1.1,1.9,1.7
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",2.7,4.1,2.8,4.9,1.6,0.5,2.9,2.2,1.8,0.7,0.9,1.2,2.1,1.3,-0.3,1.2,1.6,-0.3,-1.1,-1.1,-0.6,0.8,2.6,2.7,2.7,1.6,0.3,1.2,1.3,1.6,1.2,0.9,0.7,0.2,2.1,1.2,-8.9,2.7,2.0,1.2,1.1,1.1,0.7,0.7,0.9,0.6,0.5,0.9,0.3,0.5,0.4,0.5,0.4,0.4
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",-0.3,1.3,1.7,1.7,1.7,1.5,1.5,1.0,1.2,1.5,0.8,0.3,0.3,1.3,1.2,1.1,1.1,1.6,1.4,1.9,2.6,2.2,1.9,1.1,1.2,1.3,1.2,1.0,1.4,1.4,1.5,1.5,1.9,2.6,2.8,2.8,2.8,2.0,1.2,0.6,1.0,0.9,0.7,0.7,0.8,0.7,1.0,0.9,1.1,1.0,1.0,1.4,1.2,1.3
25220,"Hammond, LA (Metropolitan Statistical Area)",1.2,3.3,-0.1,0.8,1.5,2.9,3.0,2.8,2.3,2.2,1.6,1.4,3.0,2.2,1.7,1.0,0.4,-1.4,-1.1,-0.7,-0.8,0.9,1.9,2.0,2.0,2.2,1.1,1.8,1.8,1.4,1.1,0.9,0.8,1.2,1.5,1.6,6.7,2.4,1.6,1.2,1.2,0.8,0.6,1.3,1.0,1.1,1.3,1.1,0.9,0.4,1.2,1.4,1.0,0.9
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",1.4,-0.2,2.6,0.2,1.1,2.2,1.6,1.1,1.5,0.0,1.0,2.6,2.6,3.7,2.3,2.7,1.4,1.9,7.4,5.7,2.0,2.4,3.0,1.6,2.2,2.0,1.4,1.2,4.0,4.1,2.7,2.3,1.9,3.0,3.0,1.1,1.8,1.8,1.1,0.2,0.0,-0.4,-0.6,-0.4,-0.6,0.4,-0.5,0.2,1.1,1.0,0.1,0.0,0.1,-0.2
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",1.2,1.3,1.1,1.2,0.3,0.2,0.3,1.0,0.4,1.1,1.6,0.7,-0.2,0.5,0.5,0.3,0.7,0.6,0.8,0.9,1.1,1.3,0.9,1.1,0.9,0.5,0.6,0.3,0.6,0.3,0.3,0.4,0.8,0.7,0.5,0.7,1.2,0.9,0.9,0.8,0.6,0.6,0.7,0.7,0.7,0.8,0.7,0.8,0.8,0.8,0.9,1.2,0.6,0.5
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",1.3,3.6,4.7,1.7,3.4,2.5,1.0,1.3,1.9,0.4,0.3,1.8,0.8,0.6,0.2,0.9,1.3,1.8,2.5,1.9,2.7,2.3,2.4,2.4,2.4,2.4,2.6,1.5,1.2,1.7,1.0,1.8,1.7,0.9,1.2,1.8,1.9,1.7,1.3,1.5,1.0,1.1,1.3,0.4,1.1,0.5,1.4,0.9,0.6,0.3,0.0,0.4,0.4,0.8
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",1.6,0.9,0.4,0.1,0.3,-0.4,-0.3,-0.6,0.5,0.1,0.5,0.5,0.1,0.8,0.6,0.7,1.0,1.3,1.3,0.2,0.2,0.2,-0.2,0.0,0.0,-0.1,0.2,0.2,0.5,0.6,0.8,0.7,0.9,0.9,0.3,0.5,0.5,0.4,0.5,0.4,0.4,0.3,0.0,0.1,0.0,-0.1,-0.2,0.0,0.0,-0.1,-1.3,0.9,0.2,0.3
25620,"Hattiesburg, MS (Metropolitan Statistical Area)",0.6,2.4,2.8,2.1,1.8,1.3,1.7,1.9,1.2,1.5,2.1,1.9,1.6,2.2,0.7,0.1,0.6,0.0,0.0,0.8,0.3,0.8,0.7,1.2,1.4,2.0,1.7,1.3,1.5,1.1,1.4,0.5,0.8,0.9,1.1,1.1,2.3,2.0,1.3,1.2,1.3,1.4,0.9,0.8,0.3,0.6,0.3,-0.1,0.5,0.5,0.5,0.4,0.1,0.3
25860,"Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)",1.6,2.7,2.6,2.8,1.7,0.8,0.6,1.1,1.8,1.3,2.0,0.6,0.8,0.3,1.2,1.4,0.4,0.8,1.1,0.6,0.8,1.2,1.3,1.6,1.7,1.8,1.7,1.7,1.6,1.5,1.6,1.1,0.4,0.3,0.5,0.8,0.9,0.9,0.9,0.4,0.0,-0.4,-0.3,-0.2,-0.2,0.0,0.3,0.4,0.2,0.2,0.2,0.2,0.4,0.6
25940,"Hilton Head Island-Bluffton, SC (Metropolitan Statistical Area)",-1.8,2.5,6.3,-0.2,-3.4,13.3,4.0,-1.8,2.4,1.5,1.0,3.0,3.1,2.2,3.3,2.0,2.3,2.2,2.3,1.8,2.6,3.1,3.3,3.8,3.9,3.6,4.0,3.9,3.1,1.8,3.3,2.5,2.6,1.2,3.6,3.5,3.8,2.8,3.2,2.2,2.0,0.3,1.6,1.7,1.9,2.3,1.6,1.2,1.0,1.4,1.6,2.5,2.6,1.9
25980,"Hinesville, GA (Metropolitan Statistical Area)",3.3,1.3,1.4,-3.2,0.0,17.7,15.9,16.4,13.1,3.5,9.2,8.0,4.6,-1.9,5.0,2.5,1.2,4.5,2.9,3.2,2.9,1.5,8.2,-0.4,4.7,1.0,1.9,2.5,-0.6,1.5,0.1,-0.3,2.0,-2.9,4.7,2.4,-1.6,1.2,-0.9,7.3,-4.4,3.7,0.1,-2.1,2.8,-2.5,0.5,0.5,-1.0,2.9,0.7,2.8,2.9,2.9
26140,"Homosassa Springs, FL (Metropolitan Statistical Area)",7.9,14.6,18.6,25.1,10.7,7.0,3.5,10.1,6.4,6.7,8.0,7.1,5.5,6.2,6.3,5.2,5.9,5.1,3.5,4.2,5.6,3.1,2.7,1.8,2.4,3.0,2.2,1.8,2.1,2.0,1.7,2.1,1.9,2.2,2.9,3.0,3.0,2.3,0.8,-0.5,-0.1,-0.9,-0.3,-0.1,0.1,1.2,1.9,1.9,1.7,1.6,2.1,2.3,2.7,2.6
26300,"Hot Springs, AR (Metropolitan Statistical Area)",2.0,4.7,3.5,3.6,3.8,0.6,2.6,2.7,1.4,2.2,0.7,-0.1,0.1,1.3,1.0,0.1,0.4,1.0,-0.6,0.5,0.5,1.7,2.3,2.6,2.7,1.7,2.0,1.7,1.4,1.2,1.3,0.8,0.7,1.0,0.7,1.1,2.2,0.7,0.9,0.2,0.3,0.9,0.2,0.7,0.2,0.1,0.5,0.2,0.7,0.4,0.5,0.1,-0.4,-0.2
